,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
827,52,yes,travel_frequently,1098.809523809524,,16,4,,828,1,M,,1,3,manufacturing director,4,,8875.0,23075.0,2,,15,3.0,4,full time,0,18.0,2,3.0,4,,0,3,1972,106500.0,,
828,26,no,non-travel,556.2566609977324,sales,28,3,life sciences,829,1,M,,2,2,sales executive,3,,4492.84,11681.39,2,,18,3.0,4,part time,0,,3,3.0,2,,2,2,1998,53914.11,sales executive  -  sales,
829,39,no,travel_rarely,445.4047619047618,,3,5,technical degree,830,4,F,,3,2,research scientist,3,,3597.5,9353.5,3,yes,20,4.0,2,,0,19.0,2,,3,,2,2,1985,43170.0,,
830,31,no,travel_rarely,290.03550973654063,research & development,5,3,technical degree,831,4,F,,3,1,research scientist,1,divorced,2342.59,6090.75,5,no,14,,4,part time,1,8.0,3,3.0,3,,2,2,1993,28111.13,research scientist  -  research & development,si
831,23,no,non-travel,290.03550973654063,,36,1,medical,832,3,M,,3,1,research scientist,4,married,2342.59,6090.75,1,no,24,4.0,1,,2,2.0,6,3.0,2,,2,2,2001,28111.08,,si
832,28,no,non-travel,208.82539682539684,research & development,9,3,medical,833,4,M,26.103174603174605,3,1,research scientist,2,,1686.67,4385.33,6,,18,3.0,4,part time,1,,1,1.0,2,,2,2,1996,20240.0,research scientist  -  research & development,si
833,29,no,non-travel,290.03550973654063,research & development,21,3,medical,834,3,M,,3,1,research scientist,4,married,2342.59,6090.75,1,no,11,3.0,3,part time,1,5.0,2,1.0,5,,0,2,1995,28111.13,research scientist  -  research & development,
834,28,no,non-travel,315.5079365079365,,17,3,,835,3,M,,3,1,research scientist,2,,2548.33,6625.67,0,,16,3.0,4,full time,1,6.0,3,2.0,5,,1,1,1996,30580.0,,
835,57,no,travel_rarely,290.03550973654063,,8,3,life sciences,836,3,F,36.25443871706758,3,1,research scientist,1,divorced,2342.59,6090.75,4,,18,3.0,3,part time,1,,3,,2,,2,2,1967,28111.13,,si
836,39,no,travel_rarely,290.03550973654063,,9,2,,837,3,F,,3,1,laboratory technician,4,single,2342.59,6090.75,1,,12,,3,part time,0,,3,,2,,2,1,1985,28111.13,,si
837,32,no,travel_rarely,405.3730158730159,,12,1,medical,838,3,F,,3,1,research scientist,4,,3274.17,8512.83,8,,23,4.0,3,full time,1,7.0,0,3.0,4,,0,2,1992,39290.0,,
838,35,no,travel_rarely,290.03550973654063,,27,2,medical,839,4,F,,3,1,research scientist,2,,2342.59,6090.75,2,no,15,3.0,4,,0,9.0,3,3.0,3,,1,2,1989,28111.08,,
839,51,no,non-travel,290.03550973654063,research & development,1,3,,840,3,M,,2,1,laboratory technician,3,,2342.59,6090.75,2,,15,3.0,4,part time,1,,2,2.0,3,,0,2,1973,28111.13,laboratory technician  -  research & development,no
840,54,no,non-travel,556.2566609977324,,13,2,,841,4,F,,4,2,manufacturing director,1,divorced,4492.84,11681.39,1,no,11,3.0,3,,2,5.0,3,3.0,4,2.0,1,3,1970,53914.08,,
841,36,no,travel_frequently,456.5476190476191,,24,3,medical,842,2,F,,3,2,laboratory technician,2,single,3687.5,9587.5,5,,11,3.0,4,part time,0,,5,3.0,6,,1,2,1988,44250.0,,
842,28,no,travel_frequently,556.2566609977324,,1,1,,843,3,M,,2,2,manufacturing director,1,married,4492.84,11681.39,5,,19,3.0,3,part time,1,,1,3.0,2,,2,0,1996,53914.11,,no
843,41,no,non-travel,556.2566609977324,,38,2,,844,3,M,69.53208262471655,3,2,laboratory technician,4,married,4492.84,11681.39,8,,15,3.0,3,part time,1,,2,4.0,7,,3,7,1983,53914.11,,
844,23,no,non-travel,240.1904761904762,,22,3,life sciences,845,2,M,,4,1,research scientist,2,,1940.0,5044.0,1,,16,3.0,1,part time,1,4.0,2,2.0,4,,2,2,2001,23280.0,,no
845,41,no,non-travel,556.2566609977324,,10,5,life sciences,846,4,M,69.53208262471655,2,2,healthcare representative,4,,4492.84,11681.39,9,no,14,3.0,4,part time,1,5.0,5,1.0,3,,0,2,1983,53914.11,,
846,47,no,non-travel,1032.4872861766066,,1,4,,847,4,M,,3,3,healthcare representative,1,,8339.32,21682.23,7,no,16,3.0,3,,1,17.0,3,3.0,4,,0,3,1977,100071.84,,si
847,31,yes,non-travel,274.13492063492066,,3,3,technical degree,848,4,F,,3,1,research scientist,1,,2214.17,5756.83,5,yes,11,3.0,3,,0,8.0,5,3.0,5,,0,4,1993,26570.04,,
848,30,yes,non-travel,290.03550973654063,,1,3,,849,3,M,,3,1,research scientist,3,single,2342.59,6090.75,0,,14,3.0,4,part time,0,,1,2.0,6,,1,5,1994,28111.13,,
849,55,no,non-travel,612.8571428571429,,3,3,,850,4,F,76.60714285714286,3,2,sales executive,1,married,4950.0,12870.0,2,,14,3.0,4,full time,1,16.0,4,3.0,6,,0,5,1969,59400.0,,no
850,34,no,travel_rarely,270.5238095238095,research & development,4,4,,851,3,F,33.81547619047619,2,1,research scientist,2,married,2185.0,5681.0,6,,21,4.0,4,part time,0,,3,3.0,3,,1,1,1990,26220.0,research scientist  -  research & development,si
851,53,no,travel_rarely,331.3968253968254,,2,3,,852,3,F,41.42460317460318,2,1,laboratory technician,4,single,2676.67,6959.33,7,,15,3.0,2,full time,0,,3,2.0,2,,2,2,1971,32120.0,,
852,60,no,travel_rarely,290.03550973654063,human resources,6,2,medical,853,2,M,,3,1,human resources,3,married,2342.59,6090.75,8,,17,3.0,4,part time,0,,2,2.0,2,,2,2,1964,28111.13,human resources  -  human resources,
853,33,yes,non-travel,290.03550973654063,,1,3,,854,4,M,,2,1,laboratory technician,3,single,2342.59,6090.75,0,,14,3.0,4,,0,4.0,2,1.0,3,,1,2,1991,28111.08,,
854,40,no,non-travel,290.03550973654063,,24,4,medical,855,2,F,36.25443871706758,3,1,laboratory technician,3,divorced,2342.59,6090.75,7,no,14,3.0,3,part time,3,7.0,1,3.0,3,,1,2,1984,28111.13,,no
855,33,no,non-travel,556.2566609977324,,26,4,marketing,856,3,M,69.53208262471655,3,2,sales executive,4,,4492.84,11681.39,0,no,18,3.0,1,part time,0,4.0,2,3.0,3,,2,2,1991,53914.11,,
856,32,no,non-travel,1032.4872861766066,,3,4,medical,857,2,M,,3,3,research director,3,divorced,8339.32,21682.23,9,no,12,3.0,1,part time,1,,3,3.0,2,,2,2,1992,100071.84,,
857,34,no,travel_rarely,300.3412698412698,,5,4,life sciences,858,3,F,,2,1,research scientist,4,married,2425.83,6307.17,1,,13,3.0,3,full time,1,2.0,2,2.0,2,,0,2,1990,29110.0,,
858,46,no,non-travel,556.2566609977324,,23,4,life sciences,859,1,M,,4,2,manufacturing director,3,,4492.84,11681.39,4,,17,3.0,4,,1,9.0,1,3.0,3,,0,2,1978,53914.08,,
859,43,no,non-travel,556.2566609977324,research & development,17,2,,860,4,F,69.53208262471655,4,2,research scientist,1,single,4492.84,11681.39,3,yes,13,3.0,3,part time,0,,1,3.0,3,,0,2,1981,53914.11,research scientist  -  research & development,
860,30,no,non-travel,715.1031746031746,,19,2,marketing,861,4,M,89.38789682539682,3,2,sales executive,4,divorced,5775.83,15017.17,2,no,14,3.0,4,full time,1,,2,3.0,3,,0,2,1994,69310.0,,no
861,26,no,travel_rarely,556.2566609977324,,1,3,,862,1,F,,3,2,manufacturing director,3,married,4492.84,11681.39,0,no,12,3.0,4,,2,5.0,3,3.0,4,,1,2,1998,53914.11,,no
862,33,no,non-travel,224.5079365079365,,2,1,,863,4,M,,2,2,laboratory technician,1,,1813.33,4714.67,4,no,13,3.0,4,part time,0,9.0,5,3.0,6,,0,4,1991,21760.0,,no
863,29,no,travel_rarely,290.03550973654063,,9,3,,864,4,M,,3,1,research scientist,4,married,2342.59,6090.75,1,no,23,4.0,4,,1,,3,,5,,0,4,1995,28111.13,,si
864,22,no,travel_rarely,333.25396825396825,,3,2,,865,4,M,,2,1,research scientist,3,single,2691.67,6998.33,1,no,17,3.0,1,full time,0,,4,4.0,3,,1,0,2002,32300.0,,no
865,38,no,non-travel,1032.4872861766066,,1,4,medical,866,1,F,129.06091077207583,3,3,research director,4,divorced,8339.32,21682.23,2,yes,18,3.0,1,part time,2,,2,3.0,5,,0,2,1986,100071.84,,no
866,39,no,travel_rarely,556.2566609977324,,23,4,life sciences,867,4,M,,3,2,healthcare representative,4,,4492.84,11681.39,9,,14,3.0,2,part time,1,,2,3.0,2,,1,2,1985,53914.11,,
867,27,yes,travel_rarely,290.03550973654063,,16,4,medical,868,1,M,,3,1,laboratory technician,2,divorced,2342.59,6090.75,2,yes,13,3.0,4,part time,1,,2,3.0,3,,0,2,1997,28111.13,,
868,50,no,non-travel,1925.753968253968,,10,4,life sciences,869,3,F,240.719246031746,3,5,research director,1,single,15554.17,40440.83,9,yes,11,3.0,4,full time,0,,4,3.0,3,,1,2,1974,186650.0,,
869,32,no,travel_frequently,287.75396825396825,sales,5,3,,870,4,F,,3,1,sales representative,2,divorced,2324.17,6042.83,1,,11,3.0,3,part time,1,2.0,5,2.0,2,,2,2,1992,27890.0,sales representative  -  sales,
870,38,no,travel_frequently,290.03550973654063,,9,3,medical,871,2,M,,3,1,research scientist,4,married,2342.59,6090.75,1,,12,3.0,3,part time,3,,3,2.0,4,,1,2,1986,28111.13,,no
871,32,no,travel_rarely,290.03550973654063,research & development,11,4,,872,1,M,,3,1,research scientist,4,married,2342.59,6090.75,0,,12,3.0,3,part time,1,,4,3.0,5,,0,3,1992,28111.13,research scientist  -  research & development,si
872,32,no,travel_rarely,661.3492063492064,,2,3,human resources,873,1,M,82.6686507936508,2,2,human resources,1,,5341.67,13888.33,3,no,12,3.0,4,full time,0,,1,3.0,2,,1,0,1992,64100.0,,
873,32,no,non-travel,290.03550973654063,research & development,2,4,,874,3,M,36.25443871706758,3,1,research scientist,4,,2342.59,6090.75,0,,18,3.0,2,part time,1,3.0,2,1.0,2,,2,2,1992,28111.13,research scientist  -  research & development,
874,53,yes,non-travel,509.78571428571433,,17,4,medical,875,1,M,,2,2,research scientist,2,,4117.5,10705.5,2,no,15,,1,part time,0,11.0,3,2.0,8,,7,7,1971,49410.0,,
875,29,yes,non-travel,290.03550973654063,,2,4,medical,876,1,M,,1,1,research scientist,4,married,2342.59,6090.75,5,yes,13,3.0,4,,0,,4,2.0,3,,2,2,1995,28111.08,,
876,48,no,travel_rarely,1973.9841269841268,,5,5,,877,4,M,246.74801587301585,3,5,research director,3,married,15943.72,41453.67,4,,11,3.0,2,full time,1,21.0,2,3.0,3,,1,1,1976,191324.62,,
877,30,no,non-travel,410.9444444444444,,9,5,other,878,2,M,,2,1,laboratory technician,4,,3319.17,8629.83,0,no,17,3.0,3,full time,0,4.0,2,,3,,2,2,1994,39830.0,,
878,38,no,non-travel,654.8492063492064,,5,2,medical,879,4,M,,3,2,manufacturing director,4,,5289.17,13751.83,7,no,16,3.0,3,,2,8.0,2,2.0,6,,0,4,1986,63470.04,,
879,24,no,non-travel,299.61904761904765,,26,1,,880,3,M,,3,1,research scientist,4,,2420.0,6292.0,1,,12,3.0,3,full time,2,,2,2.0,4,,0,2,2000,29040.0,,no
880,43,no,travel_rarely,278.1587301587302,human resources,2,1,,881,3,M,,3,1,human resources,3,divorced,2246.67,5841.33,0,yes,11,3.0,3,,1,4.0,5,3.0,3,,1,0,1981,26960.04,human resources  -  human resources,
881,31,no,non-travel,556.2566609977324,sales,25,2,,882,4,F,,3,2,sales executive,3,,4492.84,11681.39,7,,12,3.0,2,,1,4.0,2,4.0,2,,2,2,1993,53914.08,sales executive  -  sales,no
882,22,yes,non-travel,224.3015873015873,,31,1,,883,1,F,28.03769841269841,2,1,sales representative,2,single,1811.67,4710.33,1,,11,3.0,3,part time,0,3.0,3,3.0,3,,1,2,2002,21740.0,,
883,58,no,travel_rarely,696.9444444444445,,1,4,medical,884,4,M,,3,2,healthcare representative,3,,5629.17,14635.83,2,no,11,3.0,3,,0,,2,3.0,3,,1,2,1966,67550.04,,si
884,22,no,non-travel,290.03550973654063,,9,2,,885,1,M,,3,1,sales representative,4,single,2342.59,6090.75,1,,24,4.0,3,,0,3.0,3,2.0,3,2.0,2,2,2002,28111.13,,si
885,32,no,travel_rarely,274.13492063492066,,9,4,life sciences,886,3,M,34.26686507936508,2,1,research scientist,2,,2214.17,5756.83,0,,16,3.0,4,part time,0,3.0,5,3.0,2,,2,2,1992,26570.0,,
886,30,no,non-travel,290.03550973654063,research & development,17,3,,887,1,M,36.25443871706758,3,1,research scientist,4,,2342.59,6090.75,9,no,16,,4,part time,0,6.0,4,3.0,3,,1,2,1994,28111.13,research scientist  -  research & development,no
887,28,no,travel_rarely,290.03550973654063,,1,2,,888,4,M,,3,1,laboratory technician,2,,2342.59,6090.75,1,no,11,3.0,2,part time,1,5.0,2,3.0,5,,0,4,1996,28111.13,,si
888,50,no,travel_rarely,1131.309523809524,,7,3,other,889,2,M,141.41369047619048,2,3,healthcare representative,3,single,9137.5,23757.5,8,no,24,4.0,3,full time,0,,2,3.0,5,,0,0,1974,109650.0,,
889,37,no,travel_rarely,262.3730158730159,,2,3,,890,4,F,32.79662698412699,3,1,research scientist,3,married,2119.17,5509.83,4,no,13,3.0,2,part time,1,,3,3.0,2,,2,2,1987,25430.0,,
890,35,yes,non-travel,547.2380952380953,,19,3,marketing,891,1,M,68.40476190476191,4,2,sales executive,4,,4420.0,11492.0,8,yes,13,3.0,2,part time,0,,3,2.0,5,,0,4,1989,53040.0,,si
891,25,no,non-travel,556.2566609977324,,10,4,marketing,892,4,F,,3,2,sales executive,3,divorced,4492.84,11681.39,1,yes,12,3.0,4,part time,1,,2,4.0,5,,0,3,1999,53914.11,,
892,43,no,non-travel,290.03550973654063,,1,4,,893,2,F,,3,1,laboratory technician,1,,2342.59,6090.75,3,no,16,3.0,2,part time,1,8.0,5,3.0,5,,1,2,1981,28111.13,,
893,55,no,non-travel,2002.2063492063487,,5,2,medical,894,1,M,,3,5,research director,1,married,16171.67,42046.33,4,,11,3.0,3,full time,1,24.0,4,2.0,4,,1,2,1969,194060.0,,no
894,35,no,non-travel,674.5555555555557,,4,4,,895,3,F,84.31944444444446,3,2,sales executive,3,married,5448.33,14165.67,9,no,15,3.0,1,full time,1,,3,3.0,3,,1,2,1989,65380.0,,si
895,44,no,non-travel,232.968253968254,,21,3,,896,4,M,,3,1,laboratory technician,4,,1881.67,4892.33,7,,20,4.0,1,,1,,1,3.0,3,,1,2,1980,22580.04,,
896,44,no,travel_rarely,556.2566609977324,,8,4,other,897,3,F,,3,2,healthcare representative,3,,4492.84,11681.39,4,yes,14,3.0,4,part time,0,,3,3.0,5,,0,2,1980,53914.11,,si
897,32,no,travel_rarely,228.84126984126985,,1,2,,898,4,M,,2,1,laboratory technician,1,married,1848.33,4805.67,1,no,12,3.0,3,part time,1,4.0,3,,4,,3,2,1992,22180.0,,no
898,26,yes,travel_rarely,290.03550973654063,,3,3,medical,899,1,M,,3,1,laboratory technician,1,married,2342.59,6090.75,5,no,13,3.0,3,part time,1,6.0,5,,2,,0,2,1998,28111.13,,
899,46,no,non-travel,273.8253968253968,,10,2,life sciences,900,1,M,,3,1,research scientist,4,married,2211.67,5750.33,3,no,21,,4,part time,2,8.0,3,2.0,2,,0,2,1978,26540.0,,si
900,53,no,travel_rarely,1582.7713464696226,,4,2,life sciences,901,4,F,,3,4,manager,4,married,12783.92,33238.2,2,no,13,3.0,4,full time,0,31.0,2,1.0,5,,1,4,1971,153407.07,,
901,35,yes,travel_frequently,290.03550973654063,,6,2,,902,4,F,,1,1,sales representative,3,,2342.59,6090.75,0,no,16,3.0,4,part time,1,3.0,3,2.0,2,,1,0,1989,28111.13,,
902,27,no,travel_rarely,290.03550973654063,,23,3,life sciences,903,1,F,,3,1,research scientist,4,divorced,2342.59,6090.75,1,no,22,4.0,2,part time,2,,3,1.0,3,,0,2,1997,28111.13,,si
903,30,no,non-travel,1231.388888888889,,3,4,,904,2,M,153.92361111111111,2,3,research director,3,,9945.83,25859.17,1,no,18,3.0,3,full time,0,,2,3.0,10,,0,7,1994,119350.0,,
904,30,yes,non-travel,262.6825396825397,,25,5,technical degree,905,3,F,,2,1,research scientist,2,married,2121.67,5516.33,5,no,16,3.0,2,part time,0,6.0,2,4.0,2,,1,1,1994,25460.0,,no
905,47,no,non-travel,1842.801587301588,,2,3,life sciences,906,1,M,,3,4,research director,3,married,14884.17,38698.83,6,no,13,3.0,3,full time,0,,2,1.0,3,,0,1,1977,178610.0,,no
906,47,no,non-travel,1032.4872861766066,,10,3,marketing,907,3,F,,2,3,sales executive,4,,8339.32,21682.23,2,,19,3.0,3,,1,15.0,3,3.0,3,,1,2,1977,100071.84,,no
907,31,no,travel_rarely,290.03550973654063,sales,7,1,marketing,908,4,M,,3,1,sales representative,2,single,2342.59,6090.75,0,,14,3.0,1,part time,0,,3,3.0,3,,1,2,1993,28111.13,sales representative  -  sales,
908,35,yes,travel_frequently,1032.4872861766066,human resources,23,3,,909,2,F,129.06091077207583,3,3,human resources,1,divorced,8339.32,21682.23,9,yes,15,3.0,3,part time,3,,2,3.0,3,,0,2,1989,100071.84,human resources  -  human resources,
909,43,no,non-travel,290.03550973654063,,5,2,other,910,2,M,36.25443871706758,3,1,laboratory technician,3,married,2342.59,6090.75,4,no,17,3.0,4,part time,1,,4,,2,,2,0,1981,28111.13,,
910,23,yes,non-travel,401.7619047619048,research & development,25,1,technical degree,911,3,M,50.220238095238095,2,1,laboratory technician,3,single,3245.0,8437.0,5,no,16,3.0,3,full time,0,4.0,3,3.0,2,,1,2,2001,38940.0,laboratory technician  -  research & development,si
911,30,no,travel_rarely,439.73015873015873,,19,3,technical degree,912,4,M,,3,2,manufacturing director,4,divorced,3551.67,9234.33,4,no,12,3.0,2,part time,2,8.0,2,4.0,3,2.0,1,2,1994,42620.0,,
912,47,no,travel_frequently,1086.1190476190477,research & development,18,1,medical,913,1,F,,3,3,healthcare representative,3,married,8772.5,22808.5,5,no,11,3.0,4,,0,,3,2.0,2,,1,2,1977,105270.0,healthcare representative  -  research & development,si
913,33,yes,non-travel,556.2566609977324,sales,11,4,other,914,4,M,,4,2,sales executive,3,,4492.84,11681.39,8,,12,3.0,4,part time,0,,2,3.0,4,,1,2,1991,53914.11,sales executive  -  sales,si
914,25,no,non-travel,247.6190476190476,,24,3,medical,915,4,M,,3,1,sales representative,4,,2000.0,5200.0,0,no,13,3.0,3,,2,3.0,3,3.0,2,,2,1,1999,24000.0,,no
915,36,no,travel_rarely,379.78571428571433,,25,2,,916,1,M,,2,2,laboratory technician,4,single,3067.5,7975.5,4,no,14,3.0,4,part time,0,,3,3.0,3,,0,2,1988,36810.0,,
916,43,no,non-travel,556.2566609977324,,2,4,life sciences,917,3,F,,3,2,healthcare representative,4,married,4492.84,11681.39,1,no,13,3.0,2,part time,2,10.0,4,3.0,10,,2,2,1981,53914.11,,si
917,49,no,travel_rarely,1582.7713464696226,,1,4,,918,4,F,197.8464183087028,2,4,manager,1,married,12783.92,33238.2,7,no,11,3.0,1,full time,1,21.0,3,1.0,3,,0,2,1975,153407.07,,si
918,45,no,travel_rarely,556.2566609977324,,1,4,,919,1,F,,2,2,human resources,3,,4492.84,11681.39,4,no,11,,2,part time,0,10.0,1,4.0,2,2.0,0,2,1979,53914.11,,
919,35,no,non-travel,290.03550973654063,sales,14,3,,920,3,F,36.25443871706758,3,1,sales representative,3,,2342.59,6090.75,1,yes,18,3.0,4,part time,2,8.0,3,3.0,8,,0,6,1989,28111.13,sales representative  -  sales,
920,22,no,non-travel,355.6428571428571,,22,1,technical degree,921,3,M,,3,1,sales representative,3,,2872.5,7468.5,1,,11,,3,full time,0,,2,3.0,3,,1,2,2002,34470.0,,
921,45,no,travel_rarely,2013.246031746032,,3,4,,922,4,M,,3,5,manager,4,,16260.83,42278.17,4,,12,3.0,1,,1,26.0,2,4.0,2,,0,1,1979,195129.96,,
922,23,no,travel_rarely,290.03550973654063,,6,1,medical,923,1,M,,3,1,research scientist,3,married,2342.59,6090.75,0,,20,4.0,4,part time,0,,3,3.0,2,,2,2,2001,28111.13,,
923,27,no,travel_rarely,274.3412698412698,,6,3,,924,3,F,,3,1,laboratory technician,4,,2215.83,5761.17,1,yes,13,,3,,1,,2,3.0,3,,0,2,1997,26589.96,,no
924,37,no,non-travel,912.7857142857142,,9,2,medical,925,2,M,,2,2,manufacturing director,2,,7372.5,19168.5,2,yes,11,3.0,3,full time,1,13.0,2,3.0,3,,0,2,1987,88470.0,,si
925,28,no,non-travel,210.9920634920635,,3,4,medical,926,1,M,26.374007936507937,2,1,research scientist,4,single,1704.17,4430.83,0,,13,3.0,4,part time,0,5.0,0,3.0,4,,1,1,1996,20450.0,,
926,24,no,travel_rarely,290.03550973654063,,4,3,,927,1,M,,4,1,research scientist,1,,2342.59,6090.75,2,,16,3.0,1,part time,1,5.0,3,4.0,3,,0,2,2000,28111.13,,
927,26,no,non-travel,500.5,,8,3,life sciences,928,4,M,,4,2,sales executive,2,,4042.5,10510.5,0,no,22,4.0,3,part time,1,4.0,4,3.0,3,,1,2,1998,48510.0,,no
928,49,no,non-travel,837.7777777777778,,14,1,,929,1,M,104.72222222222224,4,2,sales executive,2,married,6766.67,17593.33,3,,12,3.0,4,full time,0,,3,3.0,2,,2,2,1975,81200.0,,
929,25,yes,travel_rarely,472.23015873015873,,3,2,life sciences,930,1,F,59.02876984126984,3,2,sales executive,3,single,3814.17,9916.83,9,no,14,3.0,1,part time,0,,3,3.0,2,,2,0,1999,45770.0,,
930,61,no,travel_rarely,557.6587301587302,,16,4,,931,1,M,,3,2,sales executive,1,single,4504.17,11710.83,8,no,14,3.0,4,full time,0,10.0,1,3.0,2,,2,2,1963,54050.0,,no
931,51,no,non-travel,290.03550973654063,,8,4,marketing,932,4,M,36.25443871706758,3,1,sales representative,2,married,2342.59,6090.75,7,no,15,3.0,4,part time,1,4.0,2,3.0,2,,2,2,1973,28111.13,,
932,45,no,non-travel,382.57142857142856,,24,3,,933,1,M,47.82142857142857,1,1,laboratory technician,3,single,3090.0,8034.0,2,,14,3.0,3,full time,0,9.0,5,3.0,5,,1,4,1979,37080.0,,no
933,48,no,travel_frequently,1420.7142857142858,,3,3,,934,4,F,,3,4,sales executive,3,divorced,11475.0,29835.0,9,yes,12,3.0,4,full time,2,28.0,2,2.0,22,,11,13,1976,137700.0,,
934,43,yes,non-travel,290.03550973654063,,19,3,,935,3,M,,4,1,research scientist,3,divorced,2342.59,6090.75,6,,12,3.0,4,part time,0,,2,3.0,2,,2,2,1981,28111.13,,si
935,44,no,travel_frequently,556.2566609977324,,15,3,life sciences,936,4,M,,2,2,sales executive,4,married,4492.84,11681.39,3,,18,,3,part time,1,7.0,5,3.0,2,,2,2,1980,53914.11,,
936,41,no,non-travel,290.03550973654063,,2,1,,937,4,F,,2,1,research scientist,4,single,2342.59,6090.75,0,,20,4.0,4,part time,0,5.0,2,2.0,4,,2,3,1983,28111.13,,no
937,30,no,non-travel,236.9920634920635,sales,10,3,,938,4,M,,3,1,sales representative,2,,1914.17,4976.83,1,no,14,3.0,4,,2,,2,3.0,2,,2,2,1994,22970.04,sales representative  -  sales,no
938,54,no,non-travel,252.7777777777778,,6,3,,939,4,M,,3,2,laboratory technician,4,single,2041.67,5308.33,2,,17,3.0,4,part time,0,19.0,4,3.0,2,,2,2,1970,24500.0,,
939,24,no,travel_rarely,290.03550973654063,research & development,12,1,medical,940,1,M,,4,1,research scientist,3,single,2342.59,6090.75,1,,18,3.0,4,part time,0,,3,3.0,2,,0,2,2000,28111.13,research scientist  -  research & development,no
940,56,yes,non-travel,1973.9841269841268,,2,3,medical,941,4,M,,3,5,manager,1,,15943.72,41453.67,5,yes,13,3.0,4,,1,24.0,2,3.0,5,,1,4,1968,191324.64,,
941,27,no,travel_frequently,290.03550973654063,,1,2,life sciences,942,1,F,36.25443871706758,1,1,laboratory technician,4,,2342.59,6090.75,3,no,14,3.0,1,part time,1,,2,3.0,2,,2,0,1997,28111.13,,si
942,35,no,travel_rarely,290.03550973654063,,1,4,,943,2,F,,4,1,research scientist,4,single,2342.59,6090.75,2,no,16,3.0,3,,0,,2,3.0,4,,1,3,1989,28111.08,,
943,28,no,non-travel,447.984126984127,,8,1,marketing,944,3,M,,3,2,sales executive,4,married,3618.33,9407.67,0,,19,3.0,2,part time,1,5.0,3,3.0,4,,1,1,1996,43420.0,,
944,36,no,travel_rarely,265.3650793650794,,8,4,,945,1,F,,3,1,sales representative,4,,2143.33,5572.67,1,no,16,3.0,2,,1,3.0,1,2.0,3,,0,2,1988,25719.96,,
945,31,no,travel_rarely,290.03550973654063,,18,3,,946,4,M,36.25443871706758,1,1,laboratory technician,3,married,2342.59,6090.75,3,no,21,,3,part time,2,7.0,2,3.0,2,,0,2,1993,28111.13,,
946,35,no,non-travel,670.6349206349207,,8,2,,947,3,F,,3,2,sales executive,1,,5416.67,14083.33,5,no,17,3.0,2,,1,,1,3.0,3,,1,2,1989,65000.04,,si
947,53,no,travel_rarely,324.8968253968254,research & development,25,4,life sciences,948,2,F,40.61210317460318,3,2,laboratory technician,3,,2624.17,6822.83,8,,20,4.0,2,part time,1,9.0,3,3.0,5,,1,4,1971,31490.0,laboratory technician  -  research & development,
948,34,yes,travel_rarely,549.3015873015873,,16,3,marketing,949,1,F,,3,2,sales executive,1,single,4436.67,11535.33,5,,15,3.0,3,part time,0,,3,3.0,3,,0,2,1990,53240.0,,
949,36,no,travel_rarely,290.03550973654063,research & development,20,4,,950,2,F,36.25443871706758,4,1,research scientist,3,single,2342.59,6090.75,3,no,13,3.0,3,part time,0,7.0,0,3.0,2,,2,2,1988,28111.13,research scientist  -  research & development,
950,29,yes,non-travel,452.1111111111112,,2,4,,951,3,M,,3,1,research scientist,3,single,3651.67,9494.33,6,no,17,3.0,4,full time,0,5.0,3,2.0,2,,2,1,1995,43820.0,,si
951,37,no,travel_rarely,290.03550973654063,,13,3,human resources,952,3,M,36.25443871706758,3,1,human resources,2,married,2342.59,6090.75,4,,13,3.0,2,part time,1,,2,3.0,5,,0,4,1987,28111.13,,si
952,35,no,travel_frequently,263.4047619047619,research & development,16,4,,953,3,F,32.92559523809524,2,1,research scientist,4,single,2127.5,5531.5,1,no,16,3.0,3,part time,0,6.0,3,3.0,5,,1,3,1989,25530.0,research scientist  -  research & development,
953,35,no,non-travel,290.03550973654063,,3,2,,954,3,M,,3,1,human resources,4,,2342.59,6090.75,0,,19,3.0,3,,1,4.0,1,1.0,3,,0,2,1989,28111.08,,
954,45,no,travel_rarely,612.1349206349206,,4,3,,955,4,M,76.51686507936508,3,2,healthcare representative,2,single,4944.17,12854.83,9,,12,3.0,4,full time,0,10.0,2,2.0,5,,2,3,1979,59330.0,,
955,33,no,non-travel,454.2777777777778,,13,4,life sciences,956,2,M,,3,2,sales executive,4,divorced,3669.17,9539.83,2,,11,3.0,3,part time,1,8.0,3,2.0,5,,0,3,1991,44030.0,,
956,54,no,non-travel,1128.1111111111113,,7,2,,957,1,F,141.0138888888889,2,3,sales executive,4,married,9111.67,23690.33,7,yes,18,3.0,4,full time,1,35.0,3,3.0,5,,0,4,1970,109340.0,,no
957,23,no,non-travel,556.2566609977324,,1,2,life sciences,958,4,M,,2,2,manufacturing director,4,,4492.84,11681.39,6,,22,4.0,1,part time,2,4.0,2,1.0,2,,2,2,2001,53914.11,,no
